Lot Frontage,Lot Area,Neighborhood,House Style,Overall Qual,Year Built,Exterior 1st,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Type,Garage Finish,Garage Area,Paved Drive,Total Outdoor SF (Porch),Total Bath,SalePrice
80.0,7936,NAmes,1Story,6,1963,HdBoard,0.0,TA,CBlock,TA,TA,No,BLQ,1045.0,TA,Y,SBrkr,1045,0,3,TA,1,Attchd,RFn,264.0,Y,0,2.0,127000
60.0,6600,NAmes,1Story,5,1962,MetalSd,0.0,TA,CBlock,TA,TA,No,Unf,894.0,Gd,N,SBrkr,894,0,2,TA,0,Detchd,Unf,308.0,Y,0,1.0,109500
60.0,3950,OldTown,1.5Fin,6,1926,MetalSd,0.0,TA,CBlock,TA,TA,No,Rec,818.0,TA,Y,SBrkr,818,406,3,TA,0,Detchd,Unf,210.0,N,116,1.0,115000
60.0,10440,OldTown,2Story,5,1910,Wd Sdng,0.0,TA,PConc,TA,TA,No,Unf,440.0,Gd,Y,SBrkr,682,548,2,TA,0,Detchd,Unf,440.0,Y,202,1.5,110000
68.0,4080,OldTown,1.5Fin,6,1935,Wd Sdng,0.0,TA,PConc,TA,TA,No,Unf,901.0,Gd,Y,SBrkr,861,517,3,Gd,0,Detchd,Unf,162.0,P,94,1.0,128900
57.0,10307,OldTown,2Story,6,1910,Wd Sdng,0.0,TA,CBlock,TA,TA,Mn,LwQ,972.0,Gd,N,FuseA,972,972,4,TA,0,Detchd,Unf,324.0,N,197,3.0,103500
52.0,5720,OldTown,1.5Fin,5,1941,Wd Sdng,0.0,TA,CBlock,TA,TA,No,Unf,676.0,Ex,Y,SBrkr,676,455,3,TA,0,Detchd,Unf,200.0,Y,26,1.5,66500
90.0,15660,OldTown,1.5Fin,5,1910,VinylSd,0.0,TA,CBlock,TA,TA,No,Unf,240.0,TA,Y,SBrkr,810,496,3,Gd,0,Detchd,Unf,472.0,N,0,1.5,130000
90.0,9900,OldTown,2Story,5,1910,VinylSd,0.0,Gd,CBlock,TA,TA,No,Unf,504.0,Ex,Y,SBrkr,764,700,3,TA,0,None,None,0.0,N,176,2.0,129000
57.0,6406,OldTown,2Story,5,1939,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,ALQ,690.0,TA,Y,FuseA,868,690,3,TA,1,Detchd,Unf,400.0,Y,218,1.5,150000
60.0,6600,OldTown,2Story,5,1892,Wd Sdng,0.0,TA,Stone,TA,TA,No,Unf,994.0,TA,N,SBrkr,1378,994,4,TA,0,Attchd,RFn,432.0,Y,287,2.0,107500
63.0,7627,OldTown,2Story,4,1920,AsbShng,0.0,Fa,BrkTil,Fa,Po,No,Unf,600.0,Gd,N,SBrkr,1101,600,4,Fa,0,None,None,0.0,N,148,2.0,94550
60.0,7596,OldTown,2Story,5,1952,Wd Sdng,360.0,TA,CBlock,TA,TA,No,Unf,960.0,Gd,Y,SBrkr,960,1000,4,TA,0,Detchd,Unf,400.0,N,0,2.0,124500
60.0,3378,OldTown,2Story,7,1946,HdBoard,0.0,TA,CBlock,TA,TA,No,Unf,651.0,Gd,Y,SBrkr,707,682,3,TA,2,Detchd,Unf,240.0,P,126,1.5,135000
56.0,10134,OldTown,1.5Fin,5,1910,MetalSd,0.0,TA,BrkTil,Fa,TA,No,Unf,801.0,Gd,N,SBrkr,801,646,3,TA,0,None,None,0.0,N,324,1.0,103000
60.0,6000,OldTown,1Story,4,1953,MetalSd,0.0,Fa,CBlock,Fa,TA,No,Unf,936.0,TA,N,SBrkr,936,0,2,TA,0,Detchd,Unf,576.0,Y,144,1.0,93000
50.0,6000,OldTown,1.5Fin,5,1950,Wd Sdng,0.0,TA,CBlock,TA,TA,No,BLQ,768.0,TA,Y,FuseA,768,560,3,TA,0,Detchd,Unf,308.0,Y,12,1.5,129500
50.0,6000,OldTown,1.5Fin,5,1954,Wd Sdng,0.0,TA,CBlock,TA,TA,No,Unf,811.0,TA,Y,FuseA,811,576,3,Gd,0,BuiltIn,Unf,256.0,Y,0,2.0,93000
62.0,7404,OldTown,1Story,4,1920,MetalSd,0.0,TA,BrkTil,Fa,TA,No,Unf,861.0,TA,Y,SBrkr,861,0,2,TA,0,Detchd,Unf,288.0,N,128,1.0,80000
50.0,5925,OldTown,1Story,2,1940,MetalSd,0.0,TA,BrkTil,None,None,None,None,0.0,Fa,N,FuseA,612,0,1,TA,0,Detchd,Unf,308.0,N,25,1.0,45000
50.0,5925,OldTown,1.5Fin,3,1910,VinylSd,0.0,TA,BrkTil,TA,TA,No,Unf,600.0,Fa,N,SBrkr,600,368,2,TA,0,None,None,0.0,Y,0,1.0,37900
50.0,5784,OldTown,1Story,5,1938,MetalSd,0.0,TA,BrkTil,Fa,TA,No,Unf,190.0,Gd,Y,FuseA,886,0,2,TA,0,Attchd,Unf,273.0,Y,244,1.0,91300
60.0,8520,OldTown,1Story,5,1923,Stucco,0.0,Gd,PConc,Fa,TA,No,Unf,624.0,TA,Y,SBrkr,792,0,2,TA,0,Detchd,Unf,287.0,Y,81,1.0,99500
33.0,4456,OldTown,2Story,4,1920,MetalSd,0.0,TA,BrkTil,TA,TA,No,Unf,736.0,Gd,Y,SBrkr,736,716,2,TA,0,None,None,0.0,N,102,2.0,113000
60.0,9600,OldTown,2Story,4,1910,VinylSd,0.0,Gd,BrkTil,Fa,TA,No,Unf,677.0,TA,Y,SBrkr,833,677,3,Gd,0,Detchd,Unf,720.0,N,160,2.0,87500
50.0,3500,OldTown,1.5Fin,5,1947,AsbShng,0.0,TA,CBlock,TA,TA,No,LwQ,720.0,TA,Y,SBrkr,720,564,2,TA,0,Detchd,Unf,240.0,Y,35,1.5,110000
90.0,8100,OldTown,2.5Unf,5,1898,AsbShng,0.0,TA,PConc,TA,TA,No,Unf,849.0,TA,N,FuseA,1075,1063,2,TA,0,Detchd,Unf,360.0,N,196,2.0,106000
65.0,11700,OldTown,2Story,7,1880,Stucco,0.0,Gd,Stone,TA,Fa,No,Unf,1240.0,TA,N,SBrkr,1320,1320,4,Gd,1,Detchd,Unf,864.0,N,567,1.5,265979
70.0,8400,OldTown,2Story,6,1900,Stucco,0.0,TA,BrkTil,Fa,Gd,Mn,Unf,917.0,Gd,Y,FuseA,1090,917,3,Ex,0,Detchd,Unf,357.0,Y,235,2.0,160000
60.0,3600,OldTown,2Story,6,1917,Stucco,0.0,TA,BrkTil,TA,TA,No,Unf,624.0,Ex,Y,SBrkr,664,624,3,Ex,1,Attchd,Unf,280.0,N,103,2.0,119000
121.0,17671,OldTown,2Story,8,1882,Wd Sdng,0.0,Gd,BrkTil,TA,TA,No,BLQ,916.0,Gd,Y,SBrkr,916,826,4,Gd,1,Attchd,Unf,424.0,P,169,1.5,168000
60.0,3300,OldTown,1Story,4,1910,Stucco,0.0,TA,BrkTil,TA,TA,No,Unf,624.0,Ex,Y,SBrkr,816,0,2,TA,1,None,None,0.0,N,33,1.0,58500
50.0,9000,OldTown,2Story,7,1920,VinylSd,0.0,TA,PConc,TA,TA,No,ALQ,650.0,Ex,Y,SBrkr,832,650,3,TA,0,Detchd,Unf,324.0,Y,0,1.5,143000
60.0,7200,OldTown,1Story,5,1910,MetalSd,0.0,TA,BrkTil,TA,TA,No,ALQ,1022.0,TA,N,SBrkr,1022,0,2,TA,0,Detchd,Unf,280.0,Y,256,2.0,85000
98.0,8820,OldTown,1.5Fin,5,1890,VinylSd,0.0,TA,BrkTil,TA,TA,No,LwQ,1088.0,TA,Y,SBrkr,1188,561,2,TA,0,Detchd,Unf,456.0,Y,292,1.0,124900
60.0,5400,OldTown,1.5Fin,6,1920,MetalSd,0.0,Fa,BrkTil,TA,TA,No,Unf,972.0,Ex,Y,SBrkr,1044,0,3,TA,0,Detchd,Unf,207.0,Y,176,1.0,119000
60.0,9720,OldTown,2Story,6,1910,MetalSd,0.0,TA,PConc,TA,TA,No,Unf,741.0,Ex,Y,SBrkr,780,741,4,Gd,0,Detchd,Unf,640.0,Y,238,1.0,146500
60.0,7879,IDOTRR,1Story,4,1920,Wd Sdng,0.0,TA,CBlock,TA,TA,No,Rec,720.0,TA,N,FuseA,720,0,2,TA,0,None,None,0.0,N,638,1.0,34900
72.0,9392,IDOTRR,1Story,3,1900,AsbShng,0.0,TA,CBlock,Fa,TA,No,Unf,245.0,TA,N,SBrkr,797,0,2,TA,0,None,None,0.0,N,130,1.0,44000
144.0,21384,BrkSide,2Story,5,1923,Wd Sdng,0.0,TA,CBlock,TA,TA,Gd,GLQ,1324.0,Ex,Y,SBrkr,1072,504,3,Gd,1,Attchd,RFn,528.0,Y,312,3.5,223500
51.0,6615,BrkSide,1Story,6,1923,MetalSd,0.0,TA,BrkTil,TA,TA,No,Unf,1022.0,TA,N,FuseA,1432,0,3,Gd,1,BuiltIn,Unf,216.0,Y,327,1.0,149000
55.0,7264,BrkSide,1.5Fin,7,1925,Wd Sdng,0.0,Gd,BrkTil,TA,TA,No,Unf,952.0,Gd,N,SBrkr,952,596,3,Ex,0,Detchd,Unf,672.0,Y,218,2.5,205000
50.0,4960,BrkSide,1.5Fin,5,1930,WdShing,0.0,TA,CBlock,TA,TA,No,Unf,297.0,Ex,Y,SBrkr,1001,653,3,TA,1,Detchd,Unf,336.0,N,304,2.0,137000
51.0,8854,BrkSide,1.5Unf,6,1916,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,Unf,952.0,Fa,N,FuseF,952,0,2,Fa,1,Detchd,Unf,192.0,P,138,1.0,121000
50.0,6000,BrkSide,1.5Fin,4,1936,MetalSd,0.0,TA,BrkTil,TA,TA,No,BLQ,672.0,TA,Y,SBrkr,757,567,3,TA,0,Detchd,Unf,240.0,Y,0,1.0,128000
50.0,6000,BrkSide,1.5Fin,6,1937,MetalSd,0.0,Gd,BrkTil,TA,TA,No,Unf,698.0,TA,Y,SBrkr,786,390,2,TA,0,Detchd,Unf,624.0,N,210,1.0,134900
50.0,6000,BrkSide,1.5Fin,5,1925,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,Unf,884.0,Ex,Y,SBrkr,884,464,3,TA,1,Detchd,Unf,216.0,N,208,2.0,117000
50.0,6000,BrkSide,1.5Fin,6,1939,MetalSd,0.0,TA,CBlock,TA,TA,No,Unf,780.0,Ex,Y,FuseF,825,587,4,TA,1,Detchd,Unf,280.0,Y,45,1.0,132500
60.0,6000,BrkSide,1.5Fin,5,1924,Stucco,444.0,TA,BrkTil,TA,TA,No,Rec,468.0,Gd,Y,SBrkr,822,320,3,TA,0,Attchd,Fin,320.0,Y,98,1.0,93000
50.0,6000,BrkSide,1.5Unf,6,1926,Wd Sdng,0.0,Gd,PConc,TA,TA,No,Unf,884.0,Gd,Y,SBrkr,904,0,2,TA,0,Detchd,Unf,180.0,Y,105,1.0,119000
60.0,6911,BrkSide,1Story,5,1924,Wd Sdng,0.0,TA,PConc,TA,TA,Mn,LwQ,1145.0,TA,Y,SBrkr,1301,0,2,Fa,0,Detchd,Unf,440.0,Y,0,1.0,100000
51.0,6120,BrkSide,1.5Fin,5,1936,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,Unf,927.0,TA,Y,SBrkr,1067,472,3,TA,0,Detchd,Unf,576.0,Y,112,1.5,141500
51.0,6120,BrkSide,1.5Fin,4,1935,AsbShng,0.0,TA,BrkTil,TA,TA,No,Unf,884.0,Ex,Y,SBrkr,989,584,3,Gd,0,Detchd,Unf,240.0,Y,174,1.0,133000
51.0,6120,BrkSide,1Story,2,1936,AsbShng,0.0,Fa,BrkTil,TA,Fa,No,Unf,264.0,Fa,N,FuseA,800,0,1,Fa,1,None,None,0.0,N,0,1.0,60000
51.0,6120,BrkSide,1Story,5,1931,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,BLQ,715.0,TA,Y,FuseA,875,0,2,TA,0,Detchd,Unf,180.0,Y,48,2.0,105000
51.0,6120,BrkSide,1Story,5,1925,MetalSd,0.0,TA,BrkTil,TA,TA,No,Unf,960.0,Gd,Y,SBrkr,995,0,2,TA,0,Detchd,Unf,264.0,Y,66,1.0,115000
51.0,6120,BrkSide,1.5Fin,5,1938,Wd Sdng,0.0,TA,BrkTil,TA,Fa,No,LwQ,952.0,TA,Y,FuseA,994,588,3,TA,1,Detchd,Unf,250.0,Y,223,2.0,150000
50.0,8635,BrkSide,1Story,5,1925,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,LwQ,1072.0,TA,Y,SBrkr,1072,0,2,TA,0,Detchd,Unf,1184.0,P,105,2.0,126500
51.0,11888,BrkSide,2.5Unf,6,1916,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,Unf,844.0,Gd,N,FuseA,1445,689,5,Gd,0,Detchd,Unf,441.0,Y,328,2.0,214500
60.0,11414,BrkSide,2Story,7,1910,HdBoard,0.0,TA,BrkTil,Gd,TA,No,Unf,728.0,TA,N,SBrkr,1136,883,3,Gd,0,Detchd,Unf,532.0,Y,644,1.0,167500
57.0,8094,OldTown,2Story,6,1915,MetalSd,0.0,TA,PConc,TA,TA,No,Unf,1048.0,Gd,Y,FuseA,1048,720,3,TA,0,Detchd,Unf,576.0,Y,150,2.0,155000
50.0,2500,OldTown,2Story,7,1915,Stucco,0.0,Gd,PConc,TA,TA,No,ALQ,910.0,Ex,Y,SBrkr,916,910,4,Ex,1,Attchd,Unf,164.0,Y,0,2.5,155000
68.0,9928,OldTown,2Story,7,1915,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,Unf,672.0,Fa,Y,SBrkr,1272,672,3,TA,0,Detchd,Unf,216.0,N,52,2.0,179900
92.0,5520,OldTown,2.5Fin,6,1912,Wd Sdng,0.0,TA,CBlock,TA,TA,No,Unf,755.0,Ex,Y,SBrkr,929,929,5,TA,0,None,None,0.0,Y,228,1.0,104000
50.0,3000,OldTown,2Story,5,1922,MetalSd,0.0,TA,BrkTil,TA,Fa,No,Unf,1040.0,TA,N,SBrkr,1088,1040,4,TA,0,None,None,0.0,Y,56,2.0,62500
57.0,6876,IDOTRR,2Story,6,1927,Plywood,0.0,TA,CBlock,TA,Fa,No,BLQ,720.0,Fa,Y,SBrkr,1146,784,4,TA,0,Attchd,Unf,316.0,Y,213,3.0,149000
52.0,6240,IDOTRR,1.5Fin,4,1925,MetalSd,0.0,TA,CBlock,TA,TA,No,BLQ,780.0,TA,Y,FuseA,848,0,2,TA,0,Detchd,Unf,539.0,Y,135,1.0,103000
60.0,5775,OldTown,2Story,6,1915,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,Unf,483.0,Ex,Y,SBrkr,741,686,3,Gd,0,Attchd,Unf,379.0,Y,136,1.0,123000
41.0,5852,OldTown,2.5Unf,7,1902,MetalSd,188.0,TA,BrkTil,TA,Fa,No,Rec,1020.0,TA,N,FuseF,978,886,6,TA,0,None,None,0.0,N,290,2.5,97500
60.0,5160,IDOTRR,1.5Fin,6,1927,MetalSd,0.0,TA,BrkTil,TA,TA,No,Unf,1204.0,TA,Y,FuseA,1204,462,3,TA,0,Detchd,Unf,384.0,Y,148,1.0,135000
86.0,5160,IDOTRR,SFoyer,4,1923,MetalSd,0.0,TA,PConc,Gd,Fa,Av,BLQ,858.0,TA,Y,SBrkr,892,0,1,Gd,0,None,None,0.0,N,265,2.0,70000
60.0,10320,IDOTRR,2Story,6,1915,MetalSd,0.0,TA,CBlock,TA,TA,No,Rec,698.0,Ex,Y,FuseF,754,649,3,TA,0,Detchd,Unf,308.0,Y,288,2.5,116000
50.0,4280,Sawyer,1Story,4,1946,MetalSd,0.0,TA,CBlock,Fa,TA,No,Unf,560.0,Ex,Y,FuseA,704,0,2,Fa,0,CarPort,Unf,220.0,Y,24,1.5,88750
60.0,10800,Edwards,1Story,5,1987,Plywood,0.0,TA,CBlock,Gd,Gd,Gd,GLQ,1200.0,TA,Y,SBrkr,1200,0,3,TA,0,None,None,0.0,Y,120,6.0,179000
60.0,10800,Edwards,1Story,5,1987,Plywood,0.0,TA,CBlock,Gd,Gd,Gd,GLQ,1200.0,TA,Y,SBrkr,1200,0,3,TA,0,None,None,0.0,Y,120,6.0,179000
64.0,10547,Edwards,SFoyer,5,1978,Plywood,0.0,TA,PConc,Gd,Gd,Gd,GLQ,1152.0,TA,Y,SBrkr,1152,0,2,TA,0,Detchd,Unf,252.0,N,0,4.0,159900
64.0,10020,Edwards,1Story,1,1922,Wd Sdng,0.0,Fa,BrkTil,Fa,Po,Gd,BLQ,683.0,Gd,N,FuseA,904,0,1,Fa,0,None,None,0.0,Y,0,1.5,61000
54.0,6629,Edwards,2Story,6,1925,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,BLQ,672.0,TA,N,SBrkr,697,672,3,TA,0,Detchd,Unf,300.0,Y,147,3.0,103600
60.0,9780,Edwards,1.5Fin,5,1934,MetalSd,0.0,TA,PConc,TA,TA,No,Unf,585.0,TA,N,FuseA,687,425,4,TA,0,Detchd,Unf,226.0,N,0,3.0,63000
70.0,12886,Sawyer,SLvl,5,1963,HdBoard,0.0,TA,CBlock,Gd,TA,Av,ALQ,520.0,Ex,Y,SBrkr,1464,0,3,TA,1,Attchd,RFn,480.0,Y,402,2.5,175000
80.0,8816,Sawyer,1Story,5,1963,VinylSd,0.0,TA,PConc,TA,TA,No,Rec,1121.0,TA,Y,SBrkr,1121,0,3,TA,0,Detchd,Unf,480.0,Y,80,2.0,139000
70.0,11184,Sawyer,2Story,6,1978,HdBoard,92.0,TA,CBlock,TA,TA,No,LwQ,918.0,Gd,Y,SBrkr,918,765,3,TA,1,Attchd,RFn,440.0,Y,243,2.5,172500
75.0,11625,Sawyer,1Story,5,1967,HdBoard,172.0,TA,CBlock,TA,TA,No,BLQ,1052.0,TA,Y,SBrkr,1052,0,3,TA,1,Attchd,Fin,668.0,Y,215,1.5,113500
65.0,7800,Sawyer,1Story,5,1967,HdBoard,89.0,TA,PConc,TA,TA,No,ALQ,864.0,Ex,Y,SBrkr,899,0,3,Gd,0,Attchd,Fin,288.0,Y,64,1.0,130000
72.0,8014,Sawyer,SFoyer,6,1978,Plywood,23.0,TA,CBlock,Gd,TA,Gd,GLQ,456.0,TA,Y,SBrkr,1034,0,3,TA,1,Basment,Fin,504.0,Y,0,1.5,149900
72.0,7252,Sawyer,SFoyer,5,1982,Wd Sdng,0.0,TA,CBlock,Gd,TA,Av,GLQ,858.0,TA,Y,SBrkr,858,0,2,TA,0,Detchd,Unf,576.0,Y,120,2.0,134900
74.0,8740,Sawyer,SFoyer,5,1982,HdBoard,0.0,TA,CBlock,TA,TA,Av,ALQ,840.0,TA,Y,SBrkr,860,0,2,TA,0,Detchd,Unf,528.0,Y,0,2.0,137000
72.0,11616,Sawyer,1Story,5,1962,Wd Sdng,116.0,TA,CBlock,TA,TA,No,LwQ,1092.0,TA,Y,SBrkr,1092,0,3,TA,1,Attchd,Unf,288.0,Y,164,1.5,139000
88.0,15400,Sawyer,SLvl,5,1961,HdBoard,0.0,TA,CBlock,TA,Gd,No,Unf,552.0,TA,Y,SBrkr,904,611,4,TA,1,Attchd,Unf,384.0,Y,330,2.0,165000
88.0,15312,Sawyer,SLvl,6,1960,Wd Sdng,54.0,TA,CBlock,TA,TA,Av,BLQ,1138.0,Ex,Y,SBrkr,1138,0,3,TA,1,Attchd,RFn,480.0,Y,140,1.5,148000
80.5,15584,ClearCr,SLvl,5,1956,Wd Sdng,366.0,TA,CBlock,TA,TA,Mn,Unf,825.0,Ex,Y,SBrkr,2071,0,4,TA,1,Attchd,Unf,336.0,Y,159,2.0,165000
72.0,9000,Sawyer,1Story,2,1947,Wd Sdng,0.0,TA,Slab,None,None,None,None,0.0,Fa,N,SBrkr,660,0,2,Fa,0,None,None,0.0,N,100,1.0,63900
80.5,11250,ClearCr,1.5Fin,4,1957,Wd Sdng,0.0,TA,CBlock,TA,TA,Av,Unf,1104.0,Ex,Y,FuseA,1104,684,5,TA,2,Attchd,Unf,304.0,Y,120,2.0,161500
65.0,25095,ClearCr,1Story,5,1968,Wd Sdng,0.0,TA,CBlock,TA,TA,Gd,GLQ,1437.0,Ex,Y,SBrkr,1473,0,1,Ex,2,Attchd,Unf,452.0,Y,108,3.0,143000
64.0,17140,Edwards,1Story,4,1956,VinylSd,0.0,TA,CBlock,TA,TA,No,ALQ,1134.0,Ex,Y,FuseA,1229,0,3,TA,0,Attchd,RFn,284.0,Y,0,1.0,135000
64.0,12342,Edwards,1Story,4,1940,VinylSd,0.0,TA,CBlock,TA,TA,No,BLQ,861.0,Ex,Y,SBrkr,861,0,1,TA,0,Detchd,Unf,539.0,Y,158,1.0,82500
80.5,10708,ClearCr,1Story,5,1955,Wd Sdng,0.0,Gd,CBlock,TA,TA,No,LwQ,1617.0,Ex,Y,FuseA,1867,0,2,TA,3,Attchd,Fin,303.0,Y,618,2.0,190000
64.0,13680,Edwards,1Story,3,1955,BrkFace,0.0,TA,Slab,None,None,None,None,0.0,Ex,Y,FuseA,1733,0,4,TA,1,Attchd,Unf,452.0,Y,0,2.0,139600
64.0,15635,Edwards,1Story,4,1954,VinylSd,0.0,TA,CBlock,None,None,None,None,0.0,TA,Y,SBrkr,1383,0,2,TA,0,Attchd,Unf,498.0,Y,200,1.0,122000
73.0,9855,Edwards,1Story,6,1956,Wd Sdng,0.0,TA,CBlock,TA,TA,No,Unf,1436.0,Fa,Y,SBrkr,1689,0,3,TA,1,Attchd,Unf,480.0,Y,0,1.0,127500
68.0,9571,Edwards,1Story,5,1956,MetalSd,0.0,TA,CBlock,TA,TA,No,Rec,1073.0,TA,Y,FuseA,1073,0,2,TA,0,Attchd,Unf,340.0,Y,0,2.0,121500
68.0,9571,Edwards,1Story,5,1958,BrkComm,0.0,TA,CBlock,TA,Fa,No,Unf,1276.0,TA,Y,FuseA,1276,0,3,TA,0,Attchd,Unf,350.0,Y,0,1.0,60000
50.0,9350,Edwards,2Story,6,1946,MetalSd,0.0,TA,CBlock,TA,TA,No,BLQ,747.0,Ex,Y,SBrkr,892,747,3,Gd,1,Detchd,Unf,240.0,Y,50,1.5,154400
50.0,9340,Edwards,1Story,4,1941,MetalSd,0.0,TA,CBlock,TA,TA,No,Rec,672.0,TA,Y,SBrkr,672,0,2,TA,0,Attchd,Unf,234.0,N,113,2.0,113000
62.0,7440,Edwards,1Story,5,1954,Wd Sdng,0.0,TA,CBlock,Gd,TA,No,BLQ,1089.0,TA,Y,SBrkr,1089,0,3,TA,1,Detchd,RFn,252.0,P,328,2.0,125000
64.0,11500,Edwards,1Story,4,1957,Wd Sdng,0.0,TA,Slab,None,None,None,None,0.0,Ex,N,SBrkr,845,0,3,TA,0,Detchd,Unf,290.0,N,186,1.0,84000
42.0,4235,Edwards,1Story,5,1984,HdBoard,149.0,Gd,CBlock,Gd,TA,Mn,GLQ,1049.0,TA,Y,SBrkr,1049,0,2,Gd,0,Attchd,Fin,266.0,Y,105,3.0,139500
60.0,11409,Edwards,1.5Fin,5,1949,Wd Sdng,0.0,TA,CBlock,TA,TA,No,LwQ,768.0,Gd,Y,SBrkr,1148,568,3,TA,1,Attchd,Unf,281.0,Y,160,1.5,131000
60.0,9060,Edwards,1.5Fin,6,1939,WdShing,0.0,TA,BrkTil,TA,TA,Mn,Rec,560.0,TA,Y,SBrkr,698,560,2,TA,0,Detchd,Unf,280.0,P,0,1.0,105000
60.0,9084,Edwards,2Story,4,1940,MetalSd,0.0,TA,CBlock,TA,TA,Mn,Unf,755.0,TA,Y,SBrkr,755,755,4,TA,1,Detchd,Unf,296.0,P,120,2.0,108000
74.0,10778,SawyerW,SLvl,7,1990,HdBoard,0.0,Gd,PConc,Gd,TA,No,GLQ,1054.0,Gd,Y,SBrkr,1061,0,1,Gd,0,Attchd,Unf,462.0,Y,150,2.5,162000
66.0,19255,SawyerW,SLvl,6,1983,Wd Sdng,100.0,Gd,CBlock,Gd,TA,Av,Rec,520.0,Gd,Y,SBrkr,1338,0,2,Gd,1,Attchd,Unf,576.0,Y,0,1.5,156500
79.0,12327,SawyerW,1.5Fin,8,1983,Wd Sdng,0.0,Gd,CBlock,Gd,TA,Gd,GLQ,1496.0,Ex,Y,SBrkr,1496,636,1,Gd,1,BuiltIn,Fin,612.0,Y,389,2.5,316600
90.0,14684,SawyerW,1Story,7,1990,HdBoard,234.0,Gd,CBlock,Gd,TA,Mn,ALQ,2158.0,Gd,Y,SBrkr,2196,0,3,Gd,1,Attchd,RFn,701.0,Y,154,2.0,271900
75.0,9317,SawyerW,2Story,7,1993,HdBoard,137.0,Gd,PConc,Gd,TA,No,ALQ,740.0,Ex,Y,SBrkr,1006,769,3,Gd,1,Attchd,Unf,425.0,Y,498,3.5,213000
85.0,10560,SawyerW,2Story,7,1993,VinylSd,0.0,Gd,PConc,Gd,Gd,No,GLQ,1079.0,Ex,Y,SBrkr,1079,800,3,Gd,1,Attchd,RFn,473.0,Y,644,3.5,239900
80.0,9828,SawyerW,2Story,8,1995,VinylSd,0.0,Gd,PConc,Gd,TA,No,GLQ,1128.0,Ex,Y,SBrkr,1142,878,3,Gd,1,Attchd,RFn,466.0,Y,155,2.5,239500
120.0,26400,SawyerW,2Story,5,1880,HdBoard,0.0,Gd,PConc,None,None,None,None,0.0,Ex,Y,SBrkr,1288,728,4,TA,1,Attchd,Unf,576.0,P,0,1.0,131000
64.0,7018,SawyerW,1Story,5,1979,HdBoard,0.0,TA,Slab,None,None,None,None,0.0,TA,Y,SBrkr,1535,0,4,TA,0,Attchd,Unf,410.0,Y,0,2.0,118964
64.0,7018,SawyerW,SFoyer,5,1979,Plywood,275.0,TA,CBlock,Gd,TA,Av,GLQ,1086.0,TA,Y,SBrkr,1224,0,2,TA,2,Detchd,Unf,528.0,Y,120,3.0,153337
64.0,7018,SawyerW,2Story,5,1979,HdBoard,0.0,TA,Slab,None,None,None,None,0.0,TA,Y,SBrkr,1114,1114,6,TA,0,Detchd,Unf,720.0,Y,73,2.0,147983
64.0,7018,SawyerW,1Story,5,1979,HdBoard,0.0,TA,Slab,None,None,None,None,0.0,TA,Y,SBrkr,1535,0,4,TA,0,Attchd,Unf,400.0,Y,0,2.0,118858
64.0,7018,SawyerW,1Story,5,1979,Plywood,0.0,TA,Slab,None,None,None,None,0.0,TA,Y,SBrkr,1535,0,4,TA,0,Attchd,Unf,400.0,Y,0,2.0,118858
64.0,7018,SawyerW,2Story,5,1979,Plywood,0.0,TA,Slab,None,None,None,None,0.0,TA,Y,SBrkr,1120,1120,6,TA,0,Detchd,Unf,528.0,Y,154,2.0,142953
64.0,7040,SawyerW,SFoyer,5,1979,Plywood,216.0,TA,CBlock,Gd,TA,Av,GLQ,1094.0,TA,Y,SBrkr,1229,0,2,Gd,2,Detchd,Unf,672.0,Y,120,3.0,148325
64.0,7007,SawyerW,1Story,5,1979,HdBoard,0.0,TA,Slab,None,None,None,None,0.0,TA,Y,SBrkr,1513,0,4,TA,0,Attchd,Unf,400.0,Y,0,2.0,113722
67.0,11855,SawyerW,2Story,7,2000,VinylSd,23.0,TA,PConc,Ex,TA,No,GLQ,1168.0,Ex,Y,SBrkr,1168,1619,6,TA,2,BuiltIn,Fin,820.0,Y,312,7.0,269500
67.0,7939,SawyerW,2Story,7,2000,VinylSd,23.0,TA,PConc,Ex,TA,No,GLQ,1168.0,Ex,Y,SBrkr,1168,1619,6,TA,2,BuiltIn,Fin,820.0,Y,312,7.0,269500
67.0,7976,SawyerW,2Story,7,2000,VinylSd,23.0,TA,PConc,Ex,TA,No,GLQ,1168.0,Ex,Y,SBrkr,1168,1619,6,TA,2,BuiltIn,Fin,820.0,Y,312,7.0,269500
